protein	whole.name	biological.process.function	protein.type.	RNA.type	localization	description	yORF	binds.to.constructs	compartment	go_rna_bind	pfam	hsapiens_hom	h_pfam	h_go_bind	h_go_rel	Parker	Gerber	Merve	KOhaploid	overexp	r1 filter	r1+1 filter	rpuf3 filter
DRS1	Deficiency of Ribosomal Subunits	ribosomal large subunit assembly	ribosome	rRNA		"Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles"	YLL008W	1	nucleus, nucleolus, cytoplasm	TRUE	DEAD	DDX27	DEAD	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
DST1	DNA Strand Transfer	transcription from RNA polymerase III promoter/ regulation of mRNA 3'-end processing	transcription level			"General transcription elongation factor TFIIS; enables RNA polymerase II to read through blocks to elongation by stimulating cleavage of nascent transcripts stalled at transcription arrest sites; maintains RNAPII elongation activity on ribosomal protein genes during conditions of transcriptional stress"	YGL043W	3	nucleus	FALSE		"TCEANC;TCEA3;TCEA2;TCEA1"		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
DUR1,2	Degradation of URea	urea catabolic process	enzyme			"Urea amidolyase; contains both urea carboxylase and allophanate hydrolase activities, degrades urea to CO2 and NH3; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation; protein abundance increases in response to DNA replication stress"	YBR208C	8	cytoplasm	FALSE		"PCCA;MCCC1"		FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE
EAF7	Esa1-Associated Factor	regulation of transcription from RNA polymerase II promoter	transcription level			"Subunit of the NuA4 histone acetyltransferase complex; NuA4 acetylates the N-terminal tails of histones H4 and H2A"	YNL136W	1	nucleus	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
EBP2	EBNA1-binding protein (homolog)	rRNA processing / mRNA binding	ribosome	rRNA		"Required for 25S rRNA maturation and 60S ribosomal subunit assembly; localizes to the nucleolus and in foci along nuclear periphery; constituent of 66S pre-ribosomal particles; cooperates with Rrs1p and Mps3p to mediate telomere clustering by binding Sir4p, but is not involved in telomere tethering"	YKL172W	28		FALSE	Ebp2	EBNA1BP2	Ebp2	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
ECM32	ExtraCellular Mutant	regulation of translational termination 				"DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors, localized to polysomes"	YER176W	2	cytoplasm	TRUE				FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
EDE1	EH Domains and Endocytosis	regulation of protein localization 	cell transport			"Scaffold protein involved in the formation of early endocytic sites; putative regulator of cytokinesis; homo-oligomerization is required for localization to and organization of endocytic sites; has a network of interactions with other endocytic proteins; binds membranes in a ubiquitin-dependent manner; may also bind ubiquitinated membrane-associated proteins; interacts with Cmk2 and functions upstream of CMK2 in regulating non-apoptotic cell death; homolog of mammalian Eps15"	YBL047C	1		FALSE		"EPS15;EHD3;SRL;ITSN1;EHD4;EPS15L1;EHD1;ITSN2;REPS2;REPS1;EHD2"		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
EFB1	Elongation Factor Beta	translational elongation				"Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site; human homolog EEF1B2 can complement yeast efb1 mutants"	YAL003W	3		FALSE	EF1_GNE	"EEF1D;EEF1B2"	EF1_GNE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
EIS1	EISosome	eisosome assembly	transporter			"Component of the eisosome required for proper eisosome assembly; similar to Uso1p; authentic, non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress; EIS1 has a paralog, YKL050C, that arose from the whole genome duplication"	YMR031C	4		FALSE				FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
EKI1	Ethanolamine KInase	phosphatidylcholine biosynthetic process 	enzyme			"Ethanolamine kinase; primarily responsible for phosphatidylethanolamine synthesis via the CDP-ethanolamine pathway; exhibits some choline kinase activity, thus contributing to phosphatidylcholine synthesis via the CDP-choline pathway; EKI1 has a paralog, CKI1, that arose from the whole genome duplication"	YDR147W	1	cytoplasm	FALSE		"CHKA;CHKB;CHKB-CPT1B;ETNK1;ETNK2"		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
ELF1	ELongation Factor	chromatin-mediated maintenance of transcription	transcription level			"Transcription elongation factor with a conserved zinc finger domain; implicated in the maintenance of proper chromatin structure in actively transcribed regions; deletion inhibits Brome mosaic virus (BMV) gene expression"	YKL160W	12	nucleus	FALSE		ELOF1		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
EMC1	ER Membrane protein Complex	protein folding in endoplasmic reticulum	membrane			"Member of conserved endoplasmic reticulum membrane complex; involved in efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response; interacts with Gal80p; homologous to worm H17B01.4/EMC-1, fly CG2943, and human KIAA0090"	YCL045C	1		FALSE		EMC1		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
ENO2	ENOlase	gluconeogenesis	enzyme			"Enolase II, a phosphopyruvate hydratase; catalyzes conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; expression induced in response to glucose; ENO2 has a paralog, ENO1, that arose from the whole genome duplication"	YHR174W	1	cytoplasm	FALSE				FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
ERB1	Eukaryotic Ribosome Biogenesis	ribosomal large subunit biogenesis 	ribosome	rRNA		"Constituent of 66S pre-ribosomal particles; forms a complex with Nop7p and Ytm1p that is required for maturation of the large ribosomal subunit; required for maturation of the 25S and 5.8S ribosomal RNAs; homologous to mammalian Bop1"	YMR049C	2	nucleus, nucleolus	FALSE	BOP1NT	BOP1	BOP1NT	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
ERG10	ERGosterol biosynthesis	ergosterol biosynthetic process 	enzyme			"Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase); cytosolic enzyme that transfers an acetyl group from one acetyl-CoA molecule to another, forming acetoacetyl-CoA; involved in the first step in mevalonate biosynthesis; human ACAT1 functionally complements the growth defect caused by repression of ERG10 expression"	YPL028W	2	nucleus	FALSE		"ACAA2;ACAT2;ACAT1"		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
ERJ5	Endoplasmic Reticulum located J-protein	protein folding	membrane			"Type I membrane protein with a J domain; required to preserve the folding capacity of the endoplasmic reticulum; loss of the non-essential ERJ5 gene leads to a constitutively induced unfolded protein response"	YFR041C	1		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
ESF1	Eighteen S rRNA Factor	rRNA processing	ribosome	rRNA		"Nucleolar protein involved in pre-rRNA processing; depletion causes severely decreased 18S rRNA levels"	YDR365C	68	nucleus, nucleolus	TRUE	NUC153	ESF1	NUC153	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
ESF2	Eighteen S rRNA Factor 2	small-subunit processome assembly	ribosome	rRNA		"Essential nucleolar protein involved in pre-18S rRNA processing; binds to RNA and stimulates ATPase activity of Dbp8; involved in assembly of the small subunit (SSU) processome"	YNR054C	20	nucleolus, cytoplasm	TRUE		ABT1		TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
FAF1	Forty (40) S Assembly Factor	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	ribosome	rRNA		"Protein required for pre-rRNA processing; also required for 40S ribosomal subunit assembly"	YIL019W	19	nucleus, cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
FCF1	Faf1p Copurifying Factor	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	ribosome	rRNA		"Putative PINc domain nuclease; required for early cleavages of 35S pre-rRNA and maturation of 18S rRNA; component of the SSU (small subunit) processome involved in 40S ribosomal subunit biogenesis; copurifies with Faf1p"	YDR339C	1		FALSE	Fcf1	FCF1	Fcf1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
FCF2	Faf1p Copurifying Factor	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	ribosome	rRNA		"Nucleolar protein involved in the early steps of 35S rRNA processing; interacts with Faf1p; member of a transcriptionally co-regulated set of genes called the RRB regulon; essential gene"	YLR051C	16	nucleolus	FALSE	Fcf2	DNTTIP2	Fcf2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
FHL1	Fork Head-Like	positive regulation of ribosomal protein gene transcription from RNA polymerase II promoter	ribosome	rRNA		"Regulator of ribosomal protein (RP) transcription; has forkhead associated domain that binds phosphorylated proteins; recruits coactivator Ifh1p or corepressor Crf1p to RP gene promoters; also has forkhead DNA-binding domain though in vitro DNA binding assays give inconsistent results; computational analyses suggest it binds DNA directly at highly active RP genes and indirectly through Rap1p motifs at others; suppresses RNA pol III and splicing factor prp4 mutants"	YPR104C	16	nucleus	FALSE		"FOXG1;FOXP1;FOXP4;FOXJ2;FOXP3;FOXJ3;FOXQ1;FOXJ1;FOXK2;FOXP2;FOXK1;FOXF1;FOXF2;FOXH1"		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
FLC2	FLavin Carrier 	FAD transmembrane transporter activity	transporter			"Putative calcium channel involved in calcium release under hypotonic stress; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; FLC2 has a paralog, YOR365C, that arose from the whole genome duplication"	YAL053W	1		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
FMP27	Found in Mitochondrial Proteome	unknown			mitochondria	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	YLR454W	1		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
FPR3	Fk 506-sensitive Proline Rotamase	nucleosome assembly 	enzyme			"Nucleolar peptidyl-prolyl cis-trans isomerase (PPIase); FK506 binding protein; affects expression of multiple genes via its role in nucleosome assembly; phosphorylated by casein kinase II (Cka1p-Cka2p-Ckb1p-Ckb2p) and dephosphorylated by Ptp1p; PPIase domain acts as a transcriptional repressor when tethered to DNA by lexA, and repressor activity is dependent on PPIase activity; FPR3 has a paralog, FPR4, that arose from the whole genome duplication"	YML074C	81	nucleus, nucleolus	FALSE		FKBP15		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
FPR4	FKBP Proline Rotamase (isomerase) 	histone peptidyl-prolyl isomerization	enzyme			"Peptidyl-prolyl cis-trans isomerase (PPIase); nuclear proline isomerase; affects expression of multiple genes via its role in nucleosome assembly; catalyzes isomerization of proline residues in histones H3 and H4, which affects lysine methylation of those histones; PPIase domain acts as a transcriptional repressor when tethered to DNA by lexA, and repressor activity is dependent on PPIase activity; contains a nucleoplasmin-like fold and can form pentamers"	YLR449W	81	nucleus, nucleolus	FALSE		FKBP15		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
FUN12	Function Unknown Now	regulation of translational initiation				"Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog of bacterial IF2"	YAL035W	47	cytoplasm	FALSE	GTP_EFTU_D2, GTP_EFTU, IF-2	EIF5B	GTP_EFTU, IF-2, GTP_EFTU_D2	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
FUS3	cell FUSion	cell cycle arrest 	enzyme			"Mitogen-activated serine/threonine protein kinase involved in mating; phosphoactivated by Ste7p; substrates include Ste12p, Far1p, Bni1p, Sst2p; inhibits invasive growth during mating by phosphorylating Tec1p, promoting its; inhibits recruitment of Ste5p, Cdc42p-mediated asymmetry and mating morphogenesis"	YBL016W	1	nucleus, cytoplasm	FALSE		"MAPK1;MAPK3;MAPK6;MAPK4;MAPK15;NLK;MAPK7"		FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
FYV7	Function required for Yeast Viability	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	ribosome	rRNA		"Essential protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin"	YLR068W	34	nucleus, nucleolus	FALSE	rRNA_processing			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
GAL11	GALactose metabolism	negative regulation of transcription from RNA polymerase II promoter 	transcription level			"Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; affects transcription by acting as target of activators and repressors; forms part of the tail domain of mediator"	YOL051W	1	nucleus	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
GAR1	Glycine Arginine Rich	snRNA pseudouridine synthesis	ribosome	rRNA		"Protein component of the H/ACA snoRNP pseudouridylase complex; involved in the modification and cleavage of the 18S pre-rRNA"	YHR089C	2	nucleolus	TRUE	Gar1	GAR1	Gar1	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GAS1	Glycophospholipid-Anchored Surface protein	chromatin silencing	enzyme			"Beta-1,3-glucanosyltransferase; required for cell wall assembly and also has a role in transcriptional silencing; localizes to cell surface via a glycosylphosphatidylinositol (GPI) anchor; also found at nuclear periphery; genetic interactions with histone H3 lysine acetyltransferases GCN5 and SAS3 indicate previously unsuspected functions for Gas1 in DNA damage response and cell cycle regulation"	YMR307W	2	mitochondrion	FALSE				FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
GCD10	General Control Derepressed	tRNA methylation 		tRNA		"Subunit of tRNA (1-methyladenosine) methyltransferase with Gcd14p; required for the modification of the adenine at position 58 in tRNAs, especially tRNAi-Met; first identified as a negative regulator of GCN4 expression"	YNL062C	2	nucleus	TRUE	Gcd10p	TRMT6	Gcd10p	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
GCN20	General Control Nonderepressible	regulation of translational elongation	enzyme			"Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn1p; proposed to stimulate Gcn2p activation by an uncharged tRNA"	YFR009W	11	cytoplasm	FALSE		"ABCF3;ABCF1"		TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
GCR2	GlyColysis Regulation	positive regulation of transcription from RNA polymerase II promoter	transcription level			"Transcriptional activator of genes involved in glycolysis; interacts and functions with the DNA-binding protein Gcr1p"	YNL199C	1		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
GDE1	GlycerophosphoDiEsterase	glycerophospholipid catabolic process	enzyme			"Glycerophosphocholine (GroPCho) phosphodiesterase; hydrolyzes GroPCho to choline and glycerolphosphate, for use as a phosphate source and as a precursor for phosphocholine synthesis; may interact with ribosomes"	YPL110C	10	cytoplasm	FALSE		GPCPD1		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
GFD2	Great for Full DEAD box protein activity	unknown (3)				"Protein of unknown function; identified as a high-copy suppressor of a dbp5 mutation; GFD2 has a paralog, YDR514C, that arose from the whole genome duplication"	YCL036W	9		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
GUS1	GlUtamyl-tRNA Synthetase	glutamyl-tRNA aminoacylation		tRNA		"Glutamyl-tRNA synthetase (GluRS); forms a complex with methionyl-tRNA synthetase (Mes1p) and Arc1p; complex formation increases the catalytic efficiency of both tRNA synthetases and ensures their correct localization to the cytoplasm; protein abundance increases in response to DNA replication stress"	YGL245W	3	cytoplasm	TRUE	tRNA-synt_1c, tRNA-synt_1c_C			FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
HBS1	Hsp70 subfamily B Suppressor	nuclear-transcribed mRNA catabolic process, no-go decay				"GTPase with similarity to translation release factors; together with binding partner Dom34p, facilitates ribosomal subunit dissociation and peptidyl-tRNA release when translation is stalled, particularly in 3' UTRs; genetically implicated in mRNA no-go decay; HBS1 has a paralog, SKI7, that arose from the whole genome duplication"	YKR084C	1	cytoplasm	FALSE	GTP_EFTU, GTP_EFTU_D2			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
HFA1		fatty acid biosynthetic process	enzyme			"Mitochondrial acetyl-coenzyme A carboxylase; catalyzes production of malonyl-CoA in mitochondrial fatty acid biosynthesis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress; genetic and comparative analysis suggests that translation begins at a non-canonical (Ile) start codon at -372 relative to the annotated start codon"	YMR207C	5	mitochondrion	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
HFD1	Homolog of Fatty aldehyde Dehydrogenase	aldehyde catabolic process 	enzyme			"Hexadecenal dehydrogenase; involved in the conversion of sphingosine 1-phosphate breakdown product hexadecenal to hexadecenoic acid; located in the mitochondrial outer membrane and also in lipid particles; human homolog ALDH3A2, a fatty aldehyde dehydrogenase (FALDH) mutated in neurocutaneous disorder Sjogren-Larsson syndrome, can complement yeast hfd1 mutant"	YMR110C	1		FALSE		"ALDH3A1;ALDH3B2;ALDH3A2;ALDH3B1"		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
HHO1	Histone H One	negative regulation of chromatin silencing	transcription level			"Histone H1, linker histone with roles in meiosis and sporulation; decreasing levels early in sporulation may promote meiosis, and increasing levels during sporulation facilitate compaction of spore chromatin; binds to promoters and within genes in mature spores; may be recruited by Ume6p to promoter regions, contributing to transcriptional repression outside of meiosis; suppresses DNA repair involving homologous recombination"	YPL127C	26	nucleus	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
HMO1	High MObility group (HMG) family	regulation of transcription from RNA polymerase I promoter	transcription level			"Chromatin associated high mobility group (HMG) family member; involved in compacting, bending, bridging and looping DNA; rDNA-binding component that regulates transcription from RNA polymerase I promoters; regulates start site selection of ribosomal protein genes via RNA polymerase II promoters; role in genome maintenance; associates with a 5'-3' DNA helicase and Fpr1p, a prolyl isomerase; relocalizes to the cytosol in response to hypoxia"	YDR174W	73	nucleolus	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
HNM1	Hyper-resistance to Nitrogen Mustard	choline transport 	transporter			"Plasma membrane transporter for choline, ethanolamine, and carnitine; involved in the uptake of nitrogen mustard and the uptake of glycine betaine during hypersaline stress; co-regulated with phospholipid biosynthetic genes and negatively regulated by choline and myo-inositol"	YGL077C	2		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
HOM2	HOMoserine requiring	homoserine biosynthetic process	enzyme			"Aspartic beta semi-aldehyde dehydrogenase; catalyzes the second step in the common pathway for methionine and threonine biosynthesis; expression regulated by Gcn4p and the general control of amino acid synthesis"	YDR158W	1	nucleus, cytoplasm	FALSE				FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
HOS3	Hda One Similar	histone deacetylation	enzyme			"Trichostatin A-insensitive homodimeric histone deacetylase (HDAC); specificity in vitro for histones H3, H4, H2A, and H2B; similar to Hda1p, Rpd3p, Hos1p, and Hos2p; deletion results in increased histone acetylation at rDNA repeats"	YPL116W	1		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
HOS4	Hda One Similar	histone deacetylation	transcription level			"Subunit of the Set3 complex; complex is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate"	YIL112W	1	nucleus	FALSE		"TONSL;ANKRD11;BCOR;ANKRD12;BARD1;ANKRD31;SLF1;BCORL1"		TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
HSM3	enHanced Spontaneous Mutability	proteasome regulatory particle assembly	proteasome			"Proteasome-interacting protein; involved in the assembly of the base subcomplex of the 19S proteasomal regulatory particle (RP); involved in DNA mismatch repair during slow growth; weak similarity to Msh1p; related to human 19S subunit S5b; structural study suggests Hsm3p is a scaffold protein for Rpt1p-Rpt2p complex formation"	YBR272C	1	cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
"HTA1;HTA2"	Histone h Two A	chromatin assembly or disassembly	transcription level			"Histone H2A; core histone protein required for chromatin assembly and chromosome function; one of two nearly identical subtypes (see also HTA2); DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p; N-terminally propionylated in vivo"	YDR225W	5		FALSE		"H2AFB3;H2AFB2;H2AFB1"		FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
"HTA1;HTA2"	Histone h Two A	chromatin assembly or disassembly	transcription level			"Histone H2A; core histone protein required for chromatin assembly and chromosome function; one of two nearly identical subtypes (see also HTA2); DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p; N-terminally propionylated in vivo"	YBL003C	5	nucleus	FALSE		"H2AFY;HIST1H2AI;H2AFY2;HIST1H2AL;HIST1H2AK;HIST1H2AG"		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
"HTB2;HTB1"	Histone h Two B	chromatin assembly or disassembly	transcription level			"Histone H2B; core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB1; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates reassembly after DNA replication, transcriptional activation, meiotic DSB formation and H3 methylation"	YBL002W	4	nucleus	FALSE		"HIST1H2BH;H2BFWT;H2BFM;HIST1H2BO;HIST3H2BB"		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
"HTB2;HTB1"	Histone h Two B	chromatin assembly or disassembly	transcription level			"Histone H2B; core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB1; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates reassembly after DNA replication, transcriptional activation, meiotic DSB formation and H3 methylation"	YDR224C	4	nucleus	FALSE		"HIST1H2BG;HIST1H2BE;HIST1H2BI;HIST1H2BA;HIST1H2BM;HIST1H2BJ;HIST1H2BB;H2BFS;HIST2H2BE;HIST1H2BF;HIST1H2BD;HIST2H2BF;HIST1H2BN;HIST1H2BK;HIST1H2BC"		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
HTZ1	Histone Two A Z1	chromatin remodeling	transcription level			"Histone variant H2AZ; exchanged for histone H2A in nucleosomes by the SWR1 complex; involved in transcriptional regulation through prevention of the spread of silent heterochromatin; Htz1p-containing nucleosomes facilitate RNA Pol II passage by affecting correct assembly and modification status of RNA Pol II elongation complexes and by favoring efficient nucleosome remodeling"	YOL012C	3	nucleus	FALSE		"H2AFZ;H2AFV"		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
HXK2	HeXoKinase	fructose metabolic process	enzyme			"Hexokinase isoenzyme 2; phosphorylates glucose in cytosol; predominant hexokinase during growth on glucose; represses expression of HXK1, GLK1, induces expression of its own gene; antiapoptotic; phosphorylation/dephosphorylation at Ser14 by kinase Snf1p, phosphatase Glc7p-Reg1p regulates nucleocytoplasmic shuttling of Hxk2p; functions downstream of Sit4p in control of cell cycle, mitochondrial function, oxidative stress resistance, chronological lifespan; has paralog HXK1"	YGL253W	2	cytoplasm	FALSE		"HKDC1;HK3;HK2;HK1;GCK"		FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
HXT2	HeXose Transporter	glucose transport 	transporter			"High-affinity glucose transporter of the major facilitator superfamily; expression is induced by low levels of glucose and repressed by high levels of glucose"	YMR011W	1		FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
"IMD2;IMD1"	IMP Dehydrogenase		enzyme			"Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitation; IMD2 has a paralog, YAR073W/YAR075W, that arose from a segmental duplicatio"	YHR216W	2	cytoplasm	FALSE		"GMPR2;IMPDH1;GMPR;IMPDH2"		TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"IMD2;IMD1"	IMP Dehydrogenase		enzyme			"Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitation; IMD2 has a paralog, YAR073W/YAR075W, that arose from a segmental duplicatio"	YAR073W	2		FALSE				FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
IMD3	IMP Dehydrogenase		enzyme			"Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in the de novo synthesis of GTP; member of a four-gene family in S. cerevisiae, constitutively expressed; IMD3 has a paralog, IMD4, that arose from the whole genome duplication"	YLR432W	4	cytoplasm	FALSE				FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
IMH1	shares with Integrins and Myosins significant Homology		cell transport			"Protein involved in vesicular transport; mediates transport between an endosomal compartment and the Golgi, contains a Golgi-localization (GRIP) domain that interacts with activated Arl1p-GTP to localize Imh1p to the Golgi "	YLR309C	6	cytoplasm	FALSE				FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
IST1	Increased Sodium Tolerance	late endosome to vacuole transport via multivesicular body sorting pathway 	cell transport			"Protein with positive role in the multivesicular body sorting pathway; functions and forms a complex with Did2p; recruitment to endosomes is mediated by the Vps2p-Vps24p subcomplex of ESCRT-III; also interacts with Vps4p"	YNL265C	1		FALSE		IST1		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
